;jugador;nac;victorias;derrotas;tiebreak_vic;tiebreak_derrota;total_aces;aces_porpartido;total_doblefalta;part_porc;1servicio;1servicio_gana;2servicio_gana;servicio_juegogana;pto_quiebregana;pto_quiebresalva;ptogana_devserv1;ptogana_devserv2;juegodev_gana
122;Martin Alund;ARG;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;Matteo Viola;ITA;0;3;0;0;4;1.3;14;4.7;0.57;0.56;0.42;0.55;0.29;0.55;0.24;0.47;0.15
124;Josselin Ouanna;FRA;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Dmitry Tursunov;RUS;3;11;1;3;84;6.0;38;2.7;0.6;0.73;0.47;0.78;0.25;0.62;0.22;0.46;0.09
126;Thiemo de Bakker;NED;3;3;1;1;10;5.0;2;1.0;0.55;0.6;0.42;0.56;1.0;0.53;0.25;0.38;0.11
127;Vasek Pospisil;CAN;5;15;3;5;140;8.2;67;3.9;0.57;0.72;0.46;0.74;0.31;0.57;0.27;0.41;0.13
128;Rogerio Dutra Silva;BRA;5;5;1;1;34;3.8;19;2.1;0.65;0.66;0.51;0.72;0.37;0.6;0.25;0.47;0.16
129;James Blake;USA;8;13;4;5;108;5.1;62;3.0;0.57;0.7;0.48;0.72;0.44;0.53;0.29;0.49;0.23
130;Tim Smyczek;USA;3;6;0;2;38;4.2;24;2.7;0.59;0.69;0.49;0.72;0.36;0.51;0.29;0.49;0.21
131;Alex Bogomolov Jr.;RUS;14;30;5;9;92;2.2;114;2.7;0.71;0.65;0.46;0.71;0.37;0.57;0.29;0.5;0.22
132;Antonio Veic;CRO;3;6;0;2;11;1.4;22;2.8;0.66;0.68;0.47;0.73;0.42;0.47;0.33;0.48;0.29
133;Thiago Alves;BRA;0;1;0;0;2;2.0;1;1.0;0.66;0.36;0.4;0.13;1.0;0.53;0.21;0.65;0.29
134;Rajeev Ram;USA;7;9;4;4;82;5.1;40;2.5;0.58;0.75;0.48;0.79;0.35;0.62;0.26;0.45;0.17
135;Michael Berrer;GER;5;11;2;6;91;5.7;34;2.1;0.68;0.66;0.49;0.75;0.33;0.56;0.3;0.46;0.19
136;Federico Delbonis;ARG;6;9;1;4;39;2.6;41;2.7;0.62;0.71;0.49;0.78;0.45;0.55;0.32;0.49;0.24
137;Frederico Gil;POR;11;13;2;3;37;1.7;42;1.9;0.63;0.65;0.51;0.72;0.45;0.59;0.29;0.5;0.25
138;Wayne Odesnik;USA;4;6;3;1;37;3.7;39;3.9;0.59;0.66;0.47;0.69;0.45;0.59;0.28;0.51;0.21
139;Ernests Gulbis;LAT;17;18;10;6;328;11.3;144;5.0;0.59;0.76;0.48;0.8;0.36;0.61;0.26;0.47;0.17
