"","PC1","PC2","PC3","class"
"1",-0.831126676477844,-0.326326153840887,0.301476316644176,"W"
"2",-0.686374450011989,-0.451460792521871,0.358977276197874,"W"
"3",-0.452787329994029,-0.681143295350053,0.322199224933253,"W"
"4",-0.929920027724935,-0.232510037054779,0.421596451671515,"W"
"5",-0.445146715973466,-0.707767788758933,0.123459074837597,"W"
"6",-0.472367098087752,-0.660329123311657,0.215046422258802,"W"
"7",-0.761368734220812,-0.382721680013569,0.384502384566233,"W"
"8",0.213408952064347,-1.38420371761617,0.457862769575705,"W"
"9",-0.573731069078707,-0.566761171721419,0.228437420504723,"W"
"10",-1.0365330496219,-0.108108793832556,0.458740552527389,"W"
"11",-0.831126676477844,-0.326326153840887,0.301476316644176,"W"
"12",-0.795980932339222,-0.35898663210909,0.408976698158583,"W"
"13",-0.557280050484815,-0.570500731108659,0.379941616762392,"L"
"14",-0.686374450011989,-0.451460792521871,0.358977276197874,"W"
"15",-1.03946951289051,-0.122296441735183,0.362988691570558,"L"
"16",-0.707696726091575,-0.438790728776547,0.256474979006392,"W"
"17",-0.600311937751263,-0.554400395751195,0.217654592594001,"W"
"18",-0.557280050484815,-0.570500731108659,0.379941616762392,"W"
"19",-0.948292049477155,-0.21317898855009,0.418811824281354,"W"
"20",-0.755883081536108,-0.389991280999152,0.349115840948213,"W"
"21",-1.04014971581929,-0.109610215300126,0.35265712800016,"W"
"22",-0.708114800414373,-0.440510625097072,0.272486643803911,"W"
"23",-0.54319950615049,-0.598713698118372,0.406417495922042,"W"
"24",-0.759882632699437,-0.398175542749547,0.269765264279251,"W"
"25",-0.687845933465748,-0.458286770365639,0.375107326761783,"W"
"26",-0.522415204114498,-0.622414700829309,0.159187612080454,"W"
"27",-0.708114800414373,-0.440510625097072,0.272486643803911,"W"
"28",-0.542248520576269,-0.619251549497589,0.192058113554509,"W"
"29",-0.346720261951506,-0.373820003041934,0.183123930877735,"W"
"30",-0.621650212034094,-0.103186650387605,0.190236232872368,"L"
"31",-0.706827515049452,-0.0413439905492655,0.176755465601603,"W"
"32",-0.21867830155983,-0.502335028099482,0.258915503877165,"W"
"33",-0.436176806113785,-0.300334784027623,0.0769370759319512,"L"
"34",-0.504345864459111,-0.227331636546984,0.103474840795518,"W"
"35",-0.338479584621007,-0.4060725609475,0.0230463105461159,"W"
"36",-0.948292049477155,0.213178988550085,0.418811824281355,"L"
"37",-0.395906475825114,-0.344869421334644,-0.065632187482346,"W"
"38",-0.643541724219795,-0.0986592995979775,0.088567794667098,"L"
"39",-0.394028393003182,-0.330628674334504,0.111399546537107,"W"
"40",-0.482605514056727,-0.238281803971783,0.189965473189481,"W"
"41",-0.55759979826555,-0.169542691463481,0.21549058155784,"W"
"42",-0.306834629508118,-0.425876926623722,-0.0426414552433764,"W"
"43",-0.276552478907035,-0.454200315031086,0.13397629088549,"W"
"44",-0.332454231708009,-0.382634009827274,0.0846694934039615,"W"
"45",-0.21867830155983,-0.502335028099482,0.258915503877165,"W"
"46",-0.482605514056727,-0.238281803971783,0.189965473189481,"W"
"47",-0.468047372081683,-0.224674877627074,0.247391088041402,"W"
"48",-0.586382133093175,-0.113973248216967,0.199221928039444,"W"
"49",-0.545295648654963,-0.14087899997485,0.282819107354304,"W"
"50",-0.258180457154816,-0.434869266526398,0.136760918275649,"W"
"51",-0.569965689248831,-0.103285005392022,0.237000873358001,"W"
"52",-0.608985718770362,-0.09381611678611,0.135249141025942,"W"
"53",-0.417804784361566,-0.281003735522935,0.0797217033221108,"W"
"54",-0.929920027724935,0.232510037054774,0.421596451671515,"L"
"55",-0.50981402204385,-0.186219308906379,0.172369247704742,"L"
"56",-0.375656371250963,-0.311297625829816,0.114184173927267,"W"
"57",-0.57383997463174,-0.126476595054313,0.242749522540349,"L"
"58",-0.608985718770362,-0.09381611678611,0.135249141025942,"W"
"59",-0.537741674991956,-0.16566550569477,0.103538088661017,"W"
"60",-0.335139092777334,-0.337990694053882,0.213714441144158,"W"
"61",-0.533742123828627,-0.157481243944374,0.182888665329979,"W"
"62",-0.328604957230351,-0.362568081148755,0.00468796290907703,"W"
"63",-0.171018638856714,-0.513591689822139,-0.0365982830397545,"W"
"64",-0.586382133093175,-0.113973248216967,0.199221928039444,"W"
"65",-0.230646372286547,-0.448633258295275,0.155972049315019,"W"
"66",-0.603278190281875,-0.083855601882916,0.193020860262528,"W"
"67",-0.649553440789819,-0.036971676447557,0.201142132640623,"L"
"68",-0.246539694458419,-0.428031624869658,0.254338627943748,"W"
"69",-0.485555768384093,-0.206280691721769,0.090247803388158,"W"
"70",-0.378170980043781,-0.321890358696418,0.0514274169757665,"W"
"71",-0.202942234908757,-0.478766547673352,0.0921422281633516,"W"
"72",-0.223005758265984,-0.475257751704156,-0.042768100780637,"W"
"73",-0.31712649396112,-0.37475163511704,0.00428715737033664,"L"
"74",-0.625169702467575,-0.0793282510932888,0.0913524220572576,"W"
"75",-0.0816748468761481,-0.277607443298089,0.0117251795352925,"W"
"76",-0.0024673453525915,-0.363380046863348,-0.0736923501450298,"W"
"77",-0.176915175034714,-0.173942573701577,0.162798862020881,"W"
"78",-0.20710507774684,-0.161085982871025,0.0770901068219913,"W"
"79",-0.31742254920277,-0.0577889450835041,0.0691654010804022,"W"
"80",-0.365190830324505,-0.00726960098558356,0.145794598224704,"L"
"81",-0.177211922930874,-0.203605132796952,0.101015589706467,"W"
"82",-0.761368734220813,0.382721680013565,0.384502384566239,"L"
"83",-0.153105165151297,-0.22257174208488,-0.103499703387492,"W"
"84",-0.00168875096072406,-0.366925222349886,-0.126588436928189,"W"
"85",-0.299496078577561,-0.0744632346682832,0.210297020936127,"W"
"86",-0.295682198800385,-0.0687391125083033,0.155656033474365,"L"
"87",-0.307054203497479,-0.0703816765758814,-0.0649321042836959,"L"
"88",-0.0343909414046348,-0.328554904714562,0.0550481610580763,"W"
"89",-0.166587799273212,-0.187779051095091,0.176620374038883,"W"
"90",-0.481002147285697,0.113239966511234,0.164048065535348,"W"
"91",-0.648777261678905,0.260425238278385,0.159667448847049,"L"
"92",-0.144324866087529,-0.224589419432837,0.0288448957330942,"W"
"93",-0.145530916451668,-0.213091318363795,0.0503600536888459,"L"
"94",-0.226119717985398,-0.156498569780124,0.0144375045213695,"W"
"95",-0.355039856819631,-0.0192172054180123,0.0615477254789089,"W"
"96",-0.145530916451668,-0.213091318363795,0.0503600536888459,"W"
"97",-0.481002147285697,0.113239966511234,0.164048065535348,"W"
"98",-0.00123812377128798,-0.362323121955375,-0.0692392031435662,"W"
"99",-0.145530916451668,-0.213091318363795,0.0503600536888459,"L"
"100",-0.148575200456998,-0.22453999215825,-0.0328069097349386,"W"
"101",-0.152507254938886,-0.215992018104804,0.203096253198533,"W"
"102",-0.557599798265551,0.169542691463478,0.215490581557844,"L"
"103",-0.144324866087529,-0.224589419432837,0.0288448957330942,"W"
"104",-0.487482361960366,-0.432248510727783,-0.0759468847509737,"W"
"105",-0.643278678097498,-0.256970194762735,0.043488095603488,"W"
"106",-0.577596857247255,-0.33488847294667,0.188783327940442,"L"
"107",-0.633963675652012,-0.287196399095164,0.173214432523147,"W"
"108",-0.647291160157528,-0.275879101014366,0.0449303285600566,"L"
"109",-0.33581417556328,-0.582065306511437,-0.213605346053268,"W"
"110",-0.595105253549666,-0.316494287041365,0.0316400432871973,"W"
"111",-1.03946951289051,0.122296441735178,0.362988691570554,"W"
"112",-0.648777261678902,-0.260425238278388,0.159667448847038,"W"
"113",-0.309855764973183,-0.593217574914389,0.203092371166364,"L"
"114",-0.367729942320388,-0.545082861845994,0.0781531581746887,"W"
"115",-0.356089179623992,-0.538245220189254,0.195730867842787,"W"
"116",-0.633140635489326,-0.279642443696399,0.0400340324832235,"W"
"117",-0.643291608994199,-0.267694839263971,0.124280905229018,"L"
"118",-0.33581417556328,-0.582065306511437,-0.213605346053268,"W"
"119",0.140074312859815,-1.0642326817254,0.549368220789015,"W"
"120",-0.423631695121362,-0.473516556642182,0.0288463606931604,"L"
"121",-0.487720465209354,-0.432103954016014,-0.00718034312519417,"W"
"122",-0.654845133820535,-0.251092595294446,0.224211347253344,"W"
"123",-0.683389459797313,-0.236690190373909,0.184141762439388,"W"
"124",0.270476912827293,-0.214883353226376,-0.37702490263676,"W"
"125",-0.192685273031513,0.249329713105619,0.031306772780298,"W"
"126",0.072638311618653,-0.00290069974100911,0.0722751650446617,"L"
"127",-0.144044814930294,0.197637455627815,-0.0643770665981291,"L"
"128",0.0735892971928744,-0.0234385511202261,-0.142084217322871,"W"
"129",-0.024107924299904,0.0822992257996506,-0.0881934519370356,"L"
"130",0.0102530861024491,0.0631484216117565,0.00592256689381059,"W"
"131",-0.140045263766965,0.205821717378211,0.0149735100708323,"L"
"132",0.16403107816071,-0.0733594888749337,0.0579001964598181,"W"
"133",0.065091902831311,0.000734880173829923,-0.163227192350069,"W"
"134",0.095327663112946,-0.0139879190890774,-0.129668609763048,"L"
"135",0.660239752795477,-0.623556517814144,0.294484925028361,"W"
"136",-0.140045263766965,0.205821717378211,0.0149735100708323,"L"
"137",-0.140045263766965,0.205821717378211,0.0149735100708323,"L"
"138",0.660239752795477,-0.623556517814144,0.294484925028361,"W"
"139",-0.145530916451669,0.213091318363793,0.0503600536888527,"W"
"140",0.072638311618653,-0.00290069974100911,0.0722751650446617,"W"
"141",-0.424311898050146,0.486202783077237,0.0185147971227799,"L"
"142",0.0765703661005418,-0.0114486737944551,-0.16362799788881,"W"
"143",-0.0743505120200212,0.138628083695511,0.079475932782256,"W"
"144",-0.145530916451669,0.213091318363793,0.0503600536888527,"L"
"145",0.072638311618653,-0.00290069974100911,0.0722751650446617,"W"
"146",0.157898769377202,-0.0830197297474611,-0.207914850490689,"W"
"147",-0.29475863323557,0.341290019278008,0.0116249377326166,"W"
"148",-0.423631695121365,0.47351655664218,0.0288463606931779,"W"
"149",-0.0922769826452302,0.15530237328029,-0.061655687073469,"W"
"150",-0.145530916451669,0.213091318363793,0.0503600536888527,"W"
"151",-0.475619897387799,0.529567103054298,0.1223193318489,"W"
"152",-0.130717330424778,0.186320157547017,0.0639070373649612,"W"
"153",-0.420695231852757,0.487704204544807,0.124598221650008,"L"
"154",0.20213000553594,-0.14450535873352,-0.356290459871913,"W"
"155",-0.332454231708012,0.382634009827272,0.0846694934039732,"L"
"156",-0.709891212178841,0.208256845105136,0.230164961118407,"W"
"157",-0.440794768919385,-0.0570233980919355,0.220470691563557,"L"
"158",-0.621650212034095,0.103186650387602,0.190236232872372,"W"
"159",-0.713507878376229,0.206755423637566,0.124081536591179,"W"
"160",-0.433240795256378,-0.0818099038118553,0.0411896728702696,"W"
"161",-0.469339094896162,-0.0426209931713985,0.180401106749601,"L"
"162",-0.224104077494773,-0.278712479265841,-0.0576604528816707,"W"
