"PC1","PC2","PC3","PC4","PC5","class"
-0.990145370245321,-0.197073963675505,0.341260454203483,0.0141685987135562,0.199050095773391,"W"
-0.995883172881573,-0.149848319835409,0.340896014174088,0.0107380362485041,-0.0562843968985584,"W"
-1.06840303688329,-0.0877673042733821,0.348750394253067,0.0408731890572921,-0.0142326005067388,"W"
-1.12586882746816,0.0196539503102924,0.305474579148931,0.00700567957898061,-0.264472845838926,"W"
-1.03281977260893,-0.0721061719193346,0.283342114703081,-0.0226231392858027,-0.235492994275762,"L"
-0.742015928479852,-0.314221545053397,0.157339449818218,-0.213055183524715,-0.327429935572875,"W"
-0.755420531597547,-0.347371713663087,0.163474498416187,-0.199994921353426,-0.0617004755317029,"W"
-0.795094120851028,-0.318507550576301,0.233609019905259,-0.133196183074052,-0.0895004413532913,"W"
-1.06840303688329,-0.0877673042733821,0.348750394253067,0.0408731890572921,-0.0142326005067388,"W"
-0.995883172881573,-0.149848319835409,0.340896014174088,0.0107380362485041,-0.0562843968985584,"W"
-0.382723588150092,-0.677923068998946,0.024619951240455,-0.413556754046694,-0.0574394872446941,"W"
-0.419564957822559,-0.67248949423979,0.118827624806762,-0.319350505689721,-0.023774907620707,"W"
-0.662286085348772,-0.430451606404535,0.159442631633443,-0.232064058162032,-0.103673999797186,"W"
-0.571638142830095,-0.531466917518468,0.143399672509542,-0.268832235037906,-0.00930697261474045,"W"
-0.990145370245321,-0.197073963675505,0.341260454203483,0.0141685987135562,0.199050095773391,"W"
-0.438998382134289,-0.630824578280086,0.134964556107715,-0.300105491710426,-0.163137139723101,"W"
-0.308724014627524,-0.76443322585832,-0.0558733361343398,-0.513296472310619,0.0872162996507571,"W"
-0.717880174097724,-0.380454411311646,0.178141356976921,-0.200054944334288,-0.0953227516078972,"W"
-0.814899603129417,-0.299739985384239,0.244312114176742,-0.11908013299327,-0.0915663174009987,"W"
-0.965179944408289,-0.129105228535622,0.295992062872898,-0.0454052266421478,-0.314645227212573,"W"
-0.995883172881573,-0.149848319835409,0.340896014174088,0.0107380362485041,-0.0562843968985584,"L"
-0.757848558345349,-0.355798069840757,0.208354570749106,-0.170427311183819,-0.0758416094718325,"W"
-0.624664435384329,-0.462168218326732,0.149432933155228,-0.254271803900907,-0.126958110428894,"W"
-0.802177881844189,-0.294065805878013,0.240566187618964,-0.125987764648614,-0.208995979217684,"W"
-1.12586882746816,0.0196539503102924,0.305474579148931,0.00700567957898061,-0.264472845838926,"L"
-0.545627990595782,-0.542352271897731,0.116851393704141,-0.291985370963688,-0.0293068278487939,"W"
-1.03281977260893,-0.0721061719193346,0.283342114703081,-0.0226231392858027,-0.235492994275762,"W"
-0.795094120851028,-0.318507550576301,0.233609019905259,-0.133196183074052,-0.0895004413532913,"W"
-0.944059179497634,-0.222936241220163,0.328741081608928,-0.00969011062494751,0.0837051485991719,"W"
-0.949399563167896,-0.171577590533111,0.308738862043759,-0.0323540209874546,-0.176660821429464,"W"
-0.772983516593691,-0.30538633983132,0.164514875517239,-0.198974591028397,-0.204502184742142,"W"
-0.648659185606556,-0.47436952773862,0.192420226779375,-0.200194696111572,0.0325500963017775,"W"
-0.949399563167896,-0.171577590533111,0.308738862043759,-0.0323540209874546,-0.176660821429464,"W"
-0.965179944408289,-0.129105228535622,0.295992062872898,-0.0454052266421478,-0.314645227212573,"W"
-0.995883172881573,-0.149848319835409,0.340896014174088,0.0107380362485041,-0.0562843968985584,"W"
-0.388614029150856,-0.668232986657369,0.013269552656283,-0.431024019523428,-0.0702382429012108,"W"
-0.839023307283432,-0.255746104506316,0.191764856859008,-0.150831686177273,-0.155926253667541,"W"
-1.04089066800787,-0.110489114727818,0.32377532210197,0.0250340944452169,0.00987228555912511,"L"
-0.331524424016177,-0.736031410879469,0.0493423396500801,-0.405249424349692,-0.0552309197991724,"W"
-0.479158695703231,-0.572410108809157,0.0106586549103225,-0.401081178772237,-0.124497473545581,"W"
-0.944059179497634,-0.222936241220163,0.328741081608928,-0.00969011062494751,0.0837051485991719,"W"
-0.995883172881573,-0.149848319835409,0.340896014174088,0.0107380362485041,-0.0562843968985584,"L"
-0.438998382134289,-0.630824578280086,0.134964556107715,-0.300105491710426,-0.163137139723101,"W"
-0.483414211037704,-0.593944358652194,0.0646765112095595,-0.362356750437589,-0.0407985371968423,"W"
-0.438468600454293,-0.630757794670562,0.0223218559222417,-0.401228930850176,-0.0212814619836993,"W"
-0.591841636102242,-0.454244112991301,0.0928564363363016,-0.308717373546589,-0.265896504416997,"W"
-0.965179944408289,-0.129105228535622,0.295992062872898,-0.0454052266421478,-0.314645227212573,"W"
-0.995883172881573,-0.149848319835409,0.340896014174088,0.0107380362485041,-0.0562843968985584,"W"
-0.958022385598679,-0.124723061609357,0.24849671654943,-0.0958416927221352,-0.326633584273803,"W"
-0.966298468662823,-0.24259019153046,0.32615005928196,-0.0166957902038163,0.103483645715764,"W"
-0.987419233573477,-0.148759178845919,0.293401040545931,-0.0524109062210165,-0.294866730095981,"W"
-1.01812246204676,-0.169502270145706,0.33830499184712,0.0037323566696353,-0.0365058997819667,"W"
-1.12586882746816,-0.0196539503103029,0.305474579148932,-0.00700567957875581,-0.264472845838925,"L"
-0.616760891358464,-0.458762765066601,0.0925834632990376,-0.309985663160928,-0.339611603894631,"W"
-0.672584753801032,-0.46027055078964,0.147318612332055,-0.248367712769564,-0.083995894595193,"W"
-0.644214300510292,-0.49920030493038,0.168557682646933,-0.233978921972667,-0.0633414354964877,"W"
-0.572252814860319,-0.531333288553676,0.0607709507744754,-0.351396210862419,-0.117346960964511,"W"
-0.639260667189496,-0.427589562715207,0.0741855367527427,-0.326376932104683,-0.358821113826235,"W"
-0.837138892294605,-0.319393935694537,0.241721091849775,-0.126085812572139,-0.071787820284407,"W"
-0.824417171009378,-0.313719756188311,0.237975165291997,-0.132993444227483,-0.189217482101093,"W"
-1.01812246204676,-0.169502270145706,0.33830499184712,0.0037323566696353,-0.0365058997819667,"L"
-0.378429482910674,-0.711808772499245,0.0229883300306537,-0.426691379037403,-0.137691464696478,"W"
-0.523920074455716,-0.567836891505129,0.150754171833923,-0.274927908748212,-0.273620452015414,"W"
-0.728092328335439,-0.439349241314799,0.213757701893565,-0.18029589736892,0.0306899541286153,"W"
-0.842507407484156,-0.252449885545173,0.12318316520593,-0.237836608740715,-0.300694402718684,"W"
-1.09064232604847,-0.107421254583679,0.3461593719261,0.0338675094784233,0.00554589660985294,"L"
-0.437472834933955,-0.635031957654169,0.023215751089421,-0.415380884855527,-0.253546278287448,"W"
-0.56786727976097,-0.562006222208029,0.114260371377174,-0.298991050542557,-0.00952833073220223,"W"
-0.842507407484156,-0.252449885545173,0.12318316520593,-0.237836608740715,-0.300694402718684,"W"
-0.837138892294605,-0.319393935694537,0.241721091849775,-0.126085812572139,-0.071787820284407,"W"
-1.12586882746816,-0.0196539503103029,0.305474579148932,-0.00700567957875581,-0.264472845838925,"W"
-0.573181939198759,-0.556719109974472,0.0761242684948577,-0.336174176047721,0.0149972541686096,"W"
-0.817194680930358,-0.297458558348907,0.159915255121808,-0.202600622881212,-0.199882603419942,"L"
-0.36504336098878,-0.740047824671654,0.0324204963741324,-0.421108633274929,-0.0377003541486108,"W"
-1.1149105820808,-0.0746596217438393,0.289333993932003,-0.0037424060436461,0.0379878439305455,"W"
-0.672584753801032,-0.46027055078964,0.147318612332055,-0.248367712769564,-0.083995894595193,"W"
-0.980261674763868,-0.144377011919654,0.245905694222462,-0.102847372301004,-0.306855087157211,"W"
-1.06312995717306,-0.130143065038116,0.321184299775003,0.0180284148663481,0.0296507826757168,"W"
-0.660256404519234,-0.427153315231333,0.0756075977032934,-0.3145928855176,-0.231484313606426,"W"
-0.777659820762735,-0.367025663973384,0.16088347608922,-0.207000600932295,-0.0419219784151112,"W"
-0.802630721756534,-0.34856478832979,0.210641640546634,-0.167676293014413,-0.0762372858950507,"W"
-1.01812246204676,-0.169502270145706,0.33830499184712,0.0037323566696353,-0.0365058997819667,"W"
-0.460707889619482,-0.650411744980859,0.0197308335952746,-0.408234610429045,-0.00150296486710755,"W"
-0.802630721756534,-0.34856478832979,0.210641640546634,-0.167676293014413,-0.0762372858950507,"W"
-0.695501878259175,-0.416234752321574,0.149731371877653,-0.246312366374873,-0.216448777271951,"W"
-0.646903724549518,-0.481822168637029,0.146841910828261,-0.261277483479775,-0.107179613312303,"W"
-0.779056125855452,-0.3097641806315,0.113341227529709,-0.243656800498266,-0.290150146934853,"W"
-0.56786727976097,-0.562006222208029,0.114260371377174,-0.298991050542557,-0.00952833073220223,"W"
-0.980261674763868,-0.144377011919654,0.245905694222462,-0.102847372301004,-0.306855087157211,"L"
-0.646903724549518,-0.481822168637029,0.146841910828261,-0.261277483479775,-0.107179613312303,"W"
-0.681694536762832,-0.370898480980324,0.0834204530718383,-0.309119094556651,-0.467930708044591,"W"
