"PC1","PC2","PC3","PC4","PC5","class"
-0.913211978886417,-0.282700697280788,-0.253155791699415,0.299903858196553,0.0814785050126088,"W"
-0.64811048306307,-0.530228882874882,-0.424186560213741,0.0888326406236567,-0.0793738474168672,"W"
-0.422216511672585,-0.747783313375807,-0.416703562283982,0.0622550775976155,-0.102502696753887,"W"
-0.984916629231574,-0.206078030370442,-0.366442090906452,0.195742197119571,0.101522749148798,"W"
-0.490525390506178,-0.727297328887772,-0.0853054225207933,0.405355697759529,0.0672004257538217,"W"
-0.428513031181115,-0.752347017825072,-0.311641904294106,0.173628603411628,-0.0867473632953324,"W"
-0.78140961026622,-0.396161974722492,-0.409697227855546,0.126379747424477,-0.0155735421649727,"W"
-0.0887127354094466,-1.02627350134838,-0.758236815742695,-0.306328961193934,0.457318123377957,"W"
-0.568188194235325,-0.621889238179594,-0.288749112196416,0.215014520067343,-0.0531913954103932,"W"
-1.03517806170581,-0.126601306719543,-0.45519506573013,0.117283544439521,-0.0014393843628242,"W"
-0.913211978886417,-0.282700697280788,-0.253155791699415,0.299903858196553,0.0814785050126088,"W"
-0.829642257542095,-0.351838836368951,-0.376767404679152,0.162878846473349,0.07743173112684,"W"
-0.473303611658769,-0.704062838415757,-0.408793629689569,0.0762430373956555,-0.161348682671128,"L"
-0.64811048306307,-0.530228882874882,-0.424186560213741,0.0888326406236567,-0.0793738474168672,"W"
-1.0835089257549,-0.113949875948612,-0.255215942832073,0.324158235289097,0.155352942104443,"L"
-0.391553860567985,-0.814967639827221,-0.182832880106462,0.290014093385317,-0.069096568182543,"W"
-0.629443484821084,-0.592768280115714,-0.0728438780007057,0.439402069442111,0.116454068753453,"W"
-0.829642257542095,-0.351838836368951,-0.376767404679152,0.162878846473349,0.07743173112684,"W"
-1.0835089257549,-0.113949875948612,-0.255215942832073,0.324158235289097,0.155352942104443,"W"
-0.78140961026622,-0.396161974722492,-0.409697227855546,0.126379747424477,-0.0155735421649727,"W"
-0.403617464694466,-0.810631030077954,-0.108488869843407,0.371659952907394,0.106145950953296,"W"
-0.730972036354295,-0.460848013718633,-0.271574691796117,0.255926990258392,0.0205956247060184,"W"
-1.0835089257549,-0.113949875948612,-0.255215942832073,0.324158235289097,0.155352942104443,"W"
-0.556966574325394,-0.627261156660566,-0.31389410811608,0.189112406230136,-0.120176264616931,"W"
-0.990283653089687,-0.208650114449629,-0.372335798476565,0.188506602464949,0.0680364695599804,"L"
-0.629443484821084,-0.592768280115714,-0.0728438780007057,0.439402069442111,0.116454068753453,"W"
-0.913211978886417,-0.282700697280788,-0.253155791699415,0.299903858196553,0.0814785050126088,"W"
-0.984916629231574,-0.206078030370442,-0.366442090906452,0.195742197119571,0.101522749148798,"W"
-0.990283653089687,-0.208650114449629,-0.372335798476565,0.188506602464949,0.0680364695599804,"W"
-0.490525390506178,-0.727297328887772,-0.0853054225207933,0.405355697759529,0.0672004257538217,"W"
-0.730972036354295,-0.460848013718633,-0.271574691796117,0.255926990258392,0.0205956247060184,"W"
-0.645618309477633,-0.56263761053947,-0.178166595271238,0.336645897089052,0.0768058040292715,"W"
-0.473303611658769,-0.704062838415757,-0.408793629689569,0.0762430373956555,-0.161348682671128,"W"
-0.990283653089687,-0.208650114449629,-0.372335798476565,0.188506602464949,0.0680364695599804,"W"
-0.755359695789034,-0.42219754287218,-0.379326694814143,0.149705399814235,-0.00761549332601914,"W"
-1.09465583733856,-0.0886556984405665,-0.256171348096862,0.329361420976597,0.0917219090656394,"W"
-0.74705154904736,-0.442418899046136,-0.272296460972987,0.257572971007122,0.0369723665805596,"W"
-0.526261373282573,-0.645470757029861,-0.465525475821252,0.0324637866628712,-0.00297193031984094,"W"
-0.743385308654663,-0.468500815455811,-0.136082455255368,0.39124229351566,0.140609136496805,"W"
-0.681169988561516,-0.493379068034619,-0.397900113199029,0.123342026805673,0.01189793981241,"W"
-0.567518811274165,-0.637645626858568,-0.190976972574198,0.313871548215862,-0.015578475268562,"W"
-0.74705154904736,-0.442418899046136,-0.272296460972987,0.257572971007122,0.0369723665805596,"W"
-0.588907276468656,-0.633742668336039,-0.112379577127148,0.393229449349962,0.160647426482211,"W"
-0.399268050394649,-0.381672118728355,-0.305942665938607,-0.206303867811483,-0.0468880554600939,"W"
-0.683700998359607,-0.109733519357228,-0.16338096351568,-0.0195549897111922,0.0213586477024809,"L"
-0.766327188047833,-0.0702988944446878,0.0630422670216922,0.216781169390253,0.251378407232105,"W"
-0.201396475714036,-0.583928890428543,-0.264652281482966,-0.194187549588029,0.0220229732160167,"W"
-0.488049276763651,-0.328756635733939,-0.0763321718951825,0.0344378010832223,0.0897801900980542,"L"
-0.488049276763651,-0.328756635733939,-0.0763321718951825,0.0344378010832223,0.0897801900980542,"W"
-0.395792607214189,-0.443251401893312,0.134158246670447,0.234614681153033,0.0739383021197582,"W"
-0.250497154828301,-0.539133198926186,-0.201762607632079,-0.126251524867343,-0.049152006517262,"W"
-0.297874298762969,-0.514361294537865,-0.0626314279185351,0.0202586414071428,-0.108717778803985,"L"
-0.395799454429881,-0.428995512408947,0.0239639820777047,0.125364945750904,0.0377722149680633,"W"
-0.235319371815332,-0.592395791842671,0.0568610783736599,0.13160213854305,-0.0824703868461173,"W"
-0.813197272387291,0.00257208407917851,-0.151501136254549,0.00723559465461293,0.154873439385423,"W"
-0.99028365308969,0.208650114449612,-0.372335798476554,-0.188506602464984,0.0680364695599851,"W"
-0.657922900697811,-0.14318872191933,-0.16182645002725,-0.0256277559916089,0.130782421363465,"W"
-0.571665951810379,-0.25985070100619,0.0788584993965347,0.202735691050702,0.19395982673343,"W"
-0.609690253421936,-0.187511860272871,-0.194756273203644,-0.0621268550404817,0.0377771480716526,"W"
-0.99028365308969,0.208650114449612,-0.372335798476554,-0.188506602464984,0.0680364695599851,"L"
-0.439966322616196,-0.387869667833323,0.0384655322480299,0.143548507888385,0.148143008127334,"W"
-0.35454201643829,-0.43682064258024,-0.250584521169349,-0.156042815802087,0.0503787599167844,"W"
-0.332150942943601,-0.505349577325423,0.117018290367147,0.206670902353386,0.126449872928715,"W"
-0.393271184510553,-0.425395991841306,0.0327189380112787,0.132269764993765,0.0868781988515649,"W"
-0.190730377913911,-0.629682830143783,0.0052885904735781,0.0746787253503735,0.0127880509384569,"W"
-0.643792931958622,-0.15779402956416,-0.139479394605425,-0.00595949423286557,0.114622469366894,"W"
-0.813197272387291,0.00257208407917851,-0.151501136254549,0.00723559465461293,0.154873439385423,"L"
-0.575332192203076,-0.233768784596515,-0.057355506321084,0.0690663685421639,0.0903230568171849,"W"
-0.417187919624372,-0.425092553886418,0.102561377524755,0.204722846885004,0.213998116718836,"W"
-0.99028365308969,0.208650114449612,-0.372335798476554,-0.188506602464984,0.0680364695599851,"L"
-0.4577241279768,-0.384118165666093,0.142097076651197,0.250895466977153,0.169804758990079,"W"
-0.687038760605449,-0.141570352883609,0.0589039339223414,0.201675104584183,0.192551247551399,"L"
-0.293761860319797,-0.526480185965474,0.0340280953875872,0.1199705682968,0.0834593563222558,"W"
-0.231898107850182,-0.601980915628333,0.106452084808496,0.183153350442435,0.159496641189921,"W"
-0.687038760605449,-0.141570352883609,0.0589039339223414,0.201675104584183,0.192551247551399,"W"
-0.408704870288393,-0.395942815664692,-0.0979090406980159,0.00557493903889483,0.0479490653552489,"W"
-0.476391126218786,-0.321578768425261,-0.209245605561838,-0.0996739618413015,-0.0260231571802419,"W"
-0.609690253421936,-0.187511860272871,-0.194756273203644,-0.0621268550404817,0.0377771480716526,"W"
-0.395792607214189,-0.443251401893312,0.134158246670447,0.234614681153033,0.0739383021197582,"W"
-0.294619218809193,-0.510445032297993,-0.124816241582827,-0.0405536311305887,0.106452227963088,"W"
-0.38524721748111,-0.418611042210946,-0.0989531534641769,0.000605803765177606,-0.0668255743803055,"W"
-0.201396475714036,-0.583928890428543,-0.264652281482966,-0.194187549588029,0.0220229732160167,"W"
-0.476391126218786,-0.321578768425261,-0.209245605561838,-0.0996739618413015,-0.0260231571802419,"W"
-0.512298965747828,-0.281989405193823,-0.202777404373587,-0.0969959600571616,0.100491931581829,"W"
-0.638425908100508,-0.160366113643345,-0.133585687035312,-0.013195088887486,0.14810874895571,"W"
-0.587829139060745,-0.192646019826539,-0.280134620022191,-0.164942489888904,0.0459544325305075,"W"
-0.289252194951079,-0.513017116377178,-0.118922534012714,-0.0477892257852091,0.139938507551904,"W"
-0.574605495877049,-0.19606946298473,-0.26095697501676,-0.144046033125744,-0.0586604728017258,"W"
-0.73612559818402,-0.0766226669103522,-0.032321129477399,0.104161661076974,0.16831547483805,"W"
-0.482682252905537,-0.331328719813124,-0.070438464325069,0.0272022064286019,0.123266469686871,"W"
-0.984916629231576,0.206078030370427,-0.36644209090644,-0.195742197119604,0.101522749148801,"L"
-0.605715459054365,-0.201298298864259,-0.0958628851778111,0.022570964691963,0.149137278388501,"L"
-0.403337846430279,-0.398514899743877,-0.0920153331279024,-0.00166065561572555,0.0814353449440652,"W"
-0.652555876839697,-0.145760805998515,-0.155932742457136,-0.0328633506462293,0.164268700952282,"L"
-0.73612559818402,-0.0766226669103522,-0.032321129477399,0.104161661076974,0.16831547483805,"W"
-0.566298927952266,-0.262422785085375,0.0847522069666482,0.195500096396081,0.227446106322247,"W"
-0.296217230956371,-0.497984808045321,-0.187958967467553,-0.119499159723923,-0.0745117128456858,"W"
-0.578273315086636,-0.216119512501744,-0.158492032592127,-0.0460367973053435,0.0792214764994225,"W"
-0.387904160652439,-0.427968075920491,0.0386126455813922,0.125034170339145,0.120364478440381,"W"
-0.245130130970187,-0.541705283005371,-0.195868900061966,-0.133487119521963,-0.0156657269284456,"W"
-0.638425908100508,-0.160366113643345,-0.133585687035312,-0.013195088887486,0.14810874895571,"W"
-0.390432430571767,-0.431567596488132,0.0298576896478183,0.118129351096283,0.0712584945568797,"L"
-0.337157434756074,-0.483213061495746,0.0277817923406361,0.104669947246981,0.128332061979288,"L"
-0.329794578055923,-0.474265739524162,-0.0872815719588541,-0.00685482039611934,0.0610531532639741,"L"
-0.342792984646389,-0.479106996485853,0.067540459728387,0.146538497893856,0.0666887752837791,"W"
-0.393901026536535,-0.38424420280754,-0.300048958368494,-0.213539462466103,-0.0134017758712775,"W"
-0.638425908100508,-0.160366113643345,-0.133585687035312,-0.013195088887486,0.14810874895571,"W"
-0.697555208748758,-0.0903380807565601,-0.157198561817305,-0.02363995512299,0.0720086833582134,"W"
-0.813197272387289,-0.00257208407919308,-0.151501136254549,-0.00723559465462929,0.154873439385422,"L"
-0.245130130970187,-0.541705283005371,-0.195868900061966,-0.133487119521963,-0.0156657269284456,"W"
-0.379880193622996,-0.421183126290131,-0.0930594458940634,-0.00662979088944278,-0.0333392947914891,"W"
-0.984916629231576,0.206078030370427,-0.36644209090644,-0.195742197119604,0.101522749148801,"L"
-0.326783919085487,-0.507921661404608,0.122911997937261,0.199435307698766,0.159936152517531,"W"
-0.917569456636165,0.11742233192987,-0.0353366858748458,0.133619223857018,0.178558878891081,"W"
-0.379880193622996,-0.421183126290131,-0.0930594458940634,-0.00662979088944278,-0.0333392947914891,"W"
-0.185363354055797,-0.632254914222968,0.0111822980436916,0.0674431306957531,0.0462743305272733,"L"
-0.553885655651897,-0.254769983348197,-0.0507400295741011,0.0601847931388129,0.10743259453146,"W"
-0.604323229563822,-0.190083944352056,-0.18886256563353,-0.0693624496951021,0.071263427660469,"W"
-0.813197272387289,-0.00257208407919308,-0.151501136254549,-0.00723559465462929,0.154873439385422,"W"
-0.185363354055797,-0.632254914222968,0.0111822980436916,0.0674431306957531,0.0462743305272733,"W"
-0.638425908100508,-0.160366113643345,-0.133585687035312,-0.013195088887486,0.14810874895571,"W"
-0.245130130970187,-0.541705283005371,-0.195868900061966,-0.133487119521963,-0.0156657269284456,"W"
-0.678333974501493,-0.112305603436413,-0.157487255945567,-0.0267905843658126,0.0548449272912973,"W"
-0.697555208748758,-0.0903380807565601,-0.157198561817305,-0.02363995512299,0.0720086833582134,"L"
-0.553885655651897,-0.254769983348197,-0.0507400295741011,0.0601847931388129,0.10743259453146,"W"
-0.18945556108343,-0.647122776749518,0.148718729586749,0.202861066403348,0.0410415805988432,"W"
-0.587829139060745,-0.192646019826539,-0.280134620022191,-0.164942489888904,0.0459544325305075,"W"
