"PC1","PC2","PC3","class"
-0.519267841703363,-0.535443410695393,0.147219152145761,"W"
-0.81590865982081,-0.235856929052756,0.236412921991537,"W"
-0.663043762539337,-0.34258637235996,0.235920143975831,"W"
-1.10857935292665,0.0240636150768982,0.309700743784575,"W"
-1.18464004602273,0.134813149379957,0.412740161096461,"L"
-0.639655632900958,-0.3868598092144,0.206238542490319,"W"
-0.634115984129131,-0.405447004242724,0.209520296697332,"W"
-0.680337692696571,-0.405674877228868,0.154944860073136,"W"
-0.775934051698673,-0.24337336208777,0.263801274800962,"W"
-1.15910415284392,0.0933585987051848,0.381049232936993,"L"
-0.585624776718291,-0.653700573709783,0.15739785706028,"W"
-0.747894627753945,-0.523702070828073,0.195039448481858,"W"
-0.924224429810776,-0.334375536511955,0.287682186997923,"W"
-1.20829878723353,-0.0565592549839621,0.381859273771434,"W"
-1.28152499741465,0.0414545506747692,0.480500991741541,"L"
-0.174087230014691,-1.14307643429267,-0.00397060583934447,"W"
-0.616152793095289,-0.62880200940058,0.214979982790842,"W"
-0.747894627753945,-0.523702070828073,0.195039448481858,"W"
-0.942644952733924,-0.268526897868943,0.353085902869222,"W"
-0.846384821098288,-0.385229005876073,0.321162574826243,"W"
-1.15910415284392,-0.0933585987051899,0.381049232936992,"W"
-1.28152499741465,0.0414545506747692,0.480500991741541,"W"
-0.872819003090598,-0.336731960792958,0.331562105446043,"W"
-1.04643266108987,-0.276637799702582,0.202023057203996,"W"
-0.846384821098288,-0.385229005876073,0.321162574826243,"W"
-0.981940805914712,-0.233487529346868,0.329627272000409,"L"
-0.475470412201791,-0.972532915200583,-0.0824098535762686,"W"
-0.46324251181056,-0.918558683211362,0.0650921199672401,"W"
-0.878488422957866,-0.442316023855539,0.294086903075586,"W"
-1.18464004602273,-0.134813149379962,0.412740161096461,"W"
-1.28152499741465,-0.0414545506747744,0.480500991741541,"W"
-0.459572804079899,-0.898157251533616,0.114720489687989,"W"
-0.758428624557178,-0.604223627205767,0.109034664050721,"W"
-0.878488422957866,-0.442316023855539,0.294086903075586,"W"
-1.00845883999434,-0.295600267462887,0.381804382535801,"W"
-1.06684094857166,-0.227799424377712,0.400175781661237,"W"
-1.23100019749738,-0.110749534303061,0.409152502589124,"W"
-1.28152499741465,-0.0414545506747744,0.480500991741541,"L"
-0.720707167818913,-0.565905204469545,0.226498316872179,"L"
0.164490238201158,-0.494551714229753,-0.425224266025434,"W"
-0.25109873565757,0.0434237364385287,-0.123761385898083,"L"
-0.212283293373785,-0.0388097731135212,-0.180578547811406,"W"
-0.678641104703322,0.437984711766712,0.0190876370110358,"L"
-0.136336505880449,-0.76585674889485,-0.0905754298873854,"W"
-0.076058947882774,-0.868199692587678,-0.202758579613932,"W"
-0.712592800896712,-0.076773620303697,0.335552281236443,"L"
-0.26705125803246,-0.578273821086766,-0.018844294534626,"W"
-0.410596450319153,-0.395905870653871,0.106093605825177,"W"
-0.698109562369747,-0.142870654055005,0.223848542556314,"W"
-1.06684094857166,0.227799424377708,0.400175781661238,"L"
-0.15400211703089,-0.809990087539168,-0.308621160027282,"W"
-0.294217540902553,-0.583714279254264,-0.00971123815641958,"W"
-0.67760110348617,-0.133160644372398,0.26576892030383,"W"
-0.497380803562448,-0.325132184241947,0.134870224301609,"W"
-0.190878424216927,0.261672076494736,-0.16442880011931,"L"
0.0581175836133049,-0.10046273559285,-0.496341858039907,"L"
-0.197300853135881,0.185438901493073,-0.249064394865866,"W"
-0.402019014962096,0.450984848080261,-0.142142813583673,"L"
-0.270026487107287,-0.963497054069088,-0.161512570763804,"W"
-0.995907861172593,-0.207342816074296,0.130674568051578,"W"
-0.740700749620843,-0.4663840193014,-0.0266573927421055,"W"
-1.10857935292665,-0.0240636150769034,0.309700743784575,"L"
-0.709403914013987,-0.366649987436861,0.232332485468494,"W"
-0.4035466630212,-0.771207469033605,-0.0490378445213401,"W"
-0.64680001868223,-0.507755112952856,0.0831331474502246,"W"
-0.748805068598138,-0.412783125593252,0.0751751317494189,"W"
-1.11315783001177,-0.0309606280726228,0.282799332272666,"W"
-1.23100019749738,0.110749534303056,0.409152502589124,"L"
-0.625629121604048,-0.51081294077365,0.11445590203297,"L"
-0.470570308079925,-0.258416482351837,0.0813884202463919,"W"
-0.485291464064075,-0.256934900826522,0.0414023832332662,"W"
-0.981525398892172,0.197982902134401,0.208066222622788,"L"
-0.470570308079925,-0.258416482351837,0.0813884202463919,"W"
-0.275371177799217,-0.50990079123612,-0.150293117501484,"W"
-0.619611432756927,-0.13068684875771,0.147369523677596,"L"
-0.275371177799217,-0.50990079123612,-0.150293117501484,"W"
-0.391602239303628,-0.372470693771953,0.00122537426223704,"L"
0.0405394715334816,-0.600017543444156,-0.413502168128412,"W"
-0.479660256995047,0.0207736699644015,-0.0293610387312845,"L"
0.209960066554616,-0.729821157652792,-0.284046663445335,"W"
