"","PC1","PC2","PC3","class"
"1",-0.519267841703363,-0.535443410695393,0.147219152145761,"W"
"2",-0.81590865982081,-0.235856929052756,0.236412921991537,"W"
"3",-0.663043762539337,-0.34258637235996,0.235920143975831,"W"
"4",-1.10857935292665,0.0240636150768982,0.309700743784575,"W"
"5",-1.18464004602273,0.134813149379957,0.412740161096461,"L"
"6",-0.639655632900958,-0.3868598092144,0.206238542490319,"W"
"7",-0.634115984129131,-0.405447004242724,0.209520296697332,"W"
"8",-0.680337692696571,-0.405674877228868,0.154944860073136,"W"
"9",-0.775934051698673,-0.24337336208777,0.263801274800962,"W"
"10",-1.15910415284392,0.0933585987051848,0.381049232936993,"L"
"11",-0.585624776718291,-0.653700573709783,0.15739785706028,"W"
"12",-0.747894627753945,-0.523702070828073,0.195039448481858,"W"
"13",-0.924224429810776,-0.334375536511955,0.287682186997923,"W"
"14",-1.20829878723353,-0.0565592549839621,0.381859273771434,"W"
"15",-1.28152499741465,0.0414545506747692,0.480500991741541,"L"
"16",-0.174087230014691,-1.14307643429267,-0.00397060583934447,"W"
"17",-0.616152793095289,-0.62880200940058,0.214979982790842,"W"
"18",-0.747894627753945,-0.523702070828073,0.195039448481858,"W"
"19",-0.942644952733924,-0.268526897868943,0.353085902869222,"W"
"20",-0.846384821098288,-0.385229005876073,0.321162574826243,"W"
"21",-1.15910415284392,-0.0933585987051899,0.381049232936992,"W"
"22",-1.28152499741465,0.0414545506747692,0.480500991741541,"W"
"23",-0.872819003090598,-0.336731960792958,0.331562105446043,"W"
"24",-1.04643266108987,-0.276637799702582,0.202023057203996,"W"
"25",-0.846384821098288,-0.385229005876073,0.321162574826243,"W"
"26",-0.981940805914712,-0.233487529346868,0.329627272000409,"L"
"27",-0.475470412201791,-0.972532915200583,-0.0824098535762686,"W"
"28",-0.46324251181056,-0.918558683211362,0.0650921199672401,"W"
"29",-0.878488422957866,-0.442316023855539,0.294086903075586,"W"
"30",-1.18464004602273,-0.134813149379962,0.412740161096461,"W"
"31",-1.28152499741465,-0.0414545506747744,0.480500991741541,"W"
"32",-0.459572804079899,-0.898157251533616,0.114720489687989,"W"
"33",-0.758428624557178,-0.604223627205767,0.109034664050721,"W"
"34",-0.878488422957866,-0.442316023855539,0.294086903075586,"W"
"35",-1.00845883999434,-0.295600267462887,0.381804382535801,"W"
"36",-1.06684094857166,-0.227799424377712,0.400175781661237,"W"
"37",-1.23100019749738,-0.110749534303061,0.409152502589124,"W"
"38",-1.28152499741465,-0.0414545506747744,0.480500991741541,"L"
"39",-0.720707167818913,-0.565905204469545,0.226498316872179,"L"
"40",0.164490238201158,-0.494551714229753,-0.425224266025434,"W"
"41",-0.25109873565757,0.0434237364385287,-0.123761385898083,"L"
"42",-0.212283293373785,-0.0388097731135212,-0.180578547811406,"W"
"43",-0.678641104703322,0.437984711766712,0.0190876370110358,"L"
"44",-0.136336505880449,-0.76585674889485,-0.0905754298873854,"W"
"45",-0.076058947882774,-0.868199692587678,-0.202758579613932,"W"
"46",-0.712592800896712,-0.076773620303697,0.335552281236443,"L"
"47",-0.26705125803246,-0.578273821086766,-0.018844294534626,"W"
"48",-0.410596450319153,-0.395905870653871,0.106093605825177,"W"
