"PC1","PC2","PC3","class"
-0.389803609329498,-0.47497440841503,0.0121620111647519,"W"
-0.404018710499351,-0.460974145018817,0.168090168745792,"W"
-0.822101249207037,-0.061634335600047,0.496453208909643,"W"
-0.847693838252688,-0.0629118235848713,0.524752059875207,"W"
-1.0127441007537,0.107426664836344,0.624275834732991,"W"
-1.03220646178037,0.151971104504926,0.609417660318819,"L"
-0.48079944841687,-0.404022804108539,0.138771173800847,"W"
-0.847693838252688,-0.0629118235848713,0.524752059875207,"W"
-1.0127441007537,0.107426664836344,0.624275834732991,"W"
-1.03220646178037,0.151971104504926,0.609417660318819,"L"
-0.635958095571029,-0.185389574941524,0.44662578738904,"W"
-0.883340631458639,-0.0378659203208539,0.41846986237012,"W"
-0.97066753648414,0.0304318944426705,0.591952141407282,"L"
-0.822101249207037,-0.061634335600047,0.496453208909643,"W"
-0.744627328267108,-0.168483837848254,0.295646894949141,"W"
-0.636067507384595,-0.216202576438556,0.285435097697664,"W"
-1.02908014046504,0.124195358642358,0.62005113078605,"W"
-1.03220646178037,0.151971104504926,0.609417660318819,"L"
0.0503604258719821,-1.10979326254186,0.676638283499579,"W"
-0.738547231332469,-0.323629241274915,0.353835483796314,"W"
-0.534977920046693,-0.51451055334185,0.402585808616929,"W"
-0.500637130359231,-0.546509556215239,0.222813909193129,"W"
-0.706688275891951,-0.300954674428256,0.255141455754545,"W"
-0.628519111990096,-0.486410289650271,0.229679553431881,"W"
-1.0127441007537,-0.107426664836375,0.624275834732979,"L"
-0.625071847061385,-0.456427572585461,0.204690687928798,"W"
-0.924580973154911,-0.169061000436407,0.564853595008294,"W"
-1.0127441007537,-0.107426664836375,0.624275834732979,"L"
-0.978335153889541,-0.156707009907837,0.452870930042678,"W"
-1.00679179540234,-0.113277184969532,0.625059154726313,"W"
-1.08563965451461,-0.0188958386289473,0.685300864539849,"W"
-1.07314726043201,-0.076994770393689,0.660352527505932,"W"
-1.13155986441291,0.0167686938059983,0.688451516884701,"W"
-0.923742741461792,-0.236565663713931,0.43735418807626,"L"
-0.352607950347134,-0.412481932776935,0.115187286493314,"W"
-0.451949641062302,-0.342566927589454,0.143637976178807,"W"
-0.499592743155284,-0.25746516066086,0.187532519293252,"W"
-0.849729628106359,0.0442152438799562,0.537447480900887,"W"
-0.928577487218623,0.138596590220541,0.597689190714422,"L"
-0.505431026732615,-0.245592795885877,0.15513403697601,"W"
-0.849729628106359,0.0442152438799562,0.537447480900887,"L"
-0.43681277688448,-0.281267317786853,0.196983230810967,"W"
-0.499592743155284,-0.25746516066086,0.187532519293252,"W"
-0.821272986593555,0.00078541894165092,0.365259256217252,"L"
-0.618758414520652,-0.157653330834529,0.308509326596849,"W"
-0.597886239960466,-0.162865766383128,0.306155376396114,"W"
-0.974497697116926,0.174261122655486,0.600839843059274,"L"
-0.599080611123377,-0.525426186460508,0.295443379672648,"W"
-0.637957459100874,-0.54582080930842,0.191493500781626,"W"
-1.10510201554128,-0.0634402782975307,0.670442690125679,"W"
-1.03220646178037,-0.151971104504958,0.60941766031881,"W"
-0.793427305752422,-0.350704994640552,0.398248193025455,"W"
-0.741788733856008,-0.402450031003343,0.442634862722619,"W"
-1.15102222543958,-0.0277757458625851,0.673593342470531,"W"
-1.10510201554128,-0.0634402782975307,0.670442690125679,"W"
-1.03220646178037,-0.151971104504958,0.60941766031881,"W"
-0.702011595760035,-0.434427541859851,0.394703711596953,"W"
-0.907706537486509,-0.270465908903518,0.467095666836795,"L"
-0.699372378570229,-0.432097249845826,0.24158990945971,"W"
-1.09260962145868,-0.121539210062272,0.645494353091763,"W"
-0.907706537486509,-0.270465908903518,0.467095666836795,"W"
-1.10510201554128,-0.0634402782975307,0.670442690125679,"W"
-0.628474169384957,-0.544603796107526,0.216391475590065,"W"
-0.603774498489506,-0.483111913973484,0.300069776512468,"W"
-1.00528271643318,-0.189837024825797,0.472012074054601,"W"
-0.8942104003179,-0.281678166211201,0.474519965530889,"W"
-1.03220646178037,-0.151971104504958,0.60941766031881,"W"
-0.800508719918604,-0.27243104486693,0.389059862695962,"W"
-0.894158571274824,-0.217669825084999,0.429978831784469,"W"
-0.55003407990974,-0.461985908162993,0.302926197795026,"W"
-0.649251679386136,-0.301028116936456,0.266711752881948,"W"
-0.80090707945356,-0.22017123338383,0.460869371915485,"W"
-0.391253857302221,-0.714932379750754,0.0378440930654695,"W"
-0.701364763895024,-0.387931323224967,0.27313542868866,"W"
-0.792781285847046,-0.264481044055483,0.468363333902309,"W"
-0.69274220264237,-0.339009752705828,0.450117680844997,"W"
-0.928577487218614,-0.138596590220571,0.597689190714409,"W"
-1.10510201554128,0.063440278297498,0.670442690125678,"L"
-0.858660006272872,-0.207025630606002,0.474578484959173,"W"
-0.845163869104263,-0.218237887913686,0.482002783653268,"W"
-0.977207625215377,-0.0943813463406002,0.617683798434522,"W"
-1.10510201554128,0.063440278297498,0.670442690125678,"L"
-0.649973795254974,-0.394455313442569,0.277077468459637,"W"
-1.08563965451461,0.0188958386289162,0.68530086453985,"L"
-0.576686398992055,-0.423352985280672,0.386408891757807,"W"
-0.727185412416019,-0.358507349907538,0.232655302030423,"W"
-0.948750983702573,-0.137811171278905,0.445495573750887,"W"
-1.10510201554128,0.063440278297498,0.670442690125678,"L"
-0.872125761171437,-0.141347693379103,0.583773698713819,"L"
-0.503239036600478,-0.469078788808581,0.328974595192885,"W"
-0.56558625227271,-0.491994944304717,0.199626041232773,"W"
