"","PC1","PC2","PC3","PC4","PC5","class"
"1",-0.33715596159218,-0.514994641885513,0.57044977158188,-0.210921503840854,0.0975678159760391,"W"
"2",-0.604803220720161,-0.225469281432296,0.349172106322124,-0.452464819027974,0.0845049574158756,"W"
"3",-0.717086997248814,-0.132980932952115,0.213850583699044,-0.621161174836509,0.196289724763291,"W"
"4",-0.540856083047053,-0.23747544194515,0.286132526209852,-0.464946295661155,-0.226645848537207,"W"
"5",-0.888262880203264,0.0708586750502655,0.0372193085923903,-0.784880352205053,-0.00281638833837175,"L"
"6",-0.535005748053624,-0.292869375614414,0.327351510216646,-0.462875925273158,0.00361277260152505,"W"
"7",-0.694826705568431,-0.144318918223843,0.287742792749398,-0.53337275538101,0.163555305927484,"W"
"8",-0.794732196969139,-0.0526859580640418,0.218992318034751,-0.61801955565895,0.182179506550625,"W"
"9",-0.888262880203264,0.0708586750502655,0.0372193085923903,-0.784880352205053,-0.00281638833837175,"W"
"10",-0.487653912201011,-0.342939765130816,0.477707755271331,-0.304295447713322,-0.00658572134127869,"W"
"11",-0.669071473886383,-0.257303002031594,0.162177460841853,-0.526435518837951,-0.22989708728903,"W"
"12",-0.542271911244571,-0.39905002954027,0.39844499457969,-0.272385689379881,-0.278268789139405,"W"
"13",-0.867313485095201,-0.123544633114308,0.181773009442486,-0.581593354119958,0.136672212526973,"W"
"14",-0.888262880203264,-0.0708586750502675,-0.0372193085921266,-0.784880352205066,-0.00281638833836467,"W"
"15",-0.668630702880076,-0.351265758683187,0.464282933131938,-0.296649726699698,0.252360291237264,"W"
"16",-0.647445255017867,-0.356161887699499,0.36763312447669,-0.379828697216655,0.159312685103205,"W"
"17",-0.675460206979261,-0.288624248174782,0.249075255796527,-0.469499842525528,-0.0489841965442398,"W"
"18",-0.888262880203264,-0.0708586750502675,-0.0372193085921266,-0.784880352205066,-0.00281638833836467,"L"
"19",-0.734384201611353,-0.229225399819296,0.109767630210957,-0.617728678455956,-0.0520101937541907,"W"
"20",-0.536190039274674,-0.456032706384477,0.399242827438418,-0.325086744810691,0.0598945258727244,"W"
"21",-0.486955354386661,-0.453354436028066,0.175315378575583,-0.509211841746545,-0.224010017477237,"W"
"22",-0.546390218535631,-0.441112795488519,0.516800005802502,-0.201006271250996,0.0314607242816673,"W"
"23",-0.45776297022919,-0.531705569744777,0.50435798114263,-0.208893580361326,0.0385822711797855,"W"
"24",-0.892888513836003,-0.0898341279189854,0.263056769999246,-0.505996786268614,0.235349659008227,"L"
"25",-0.303126133144235,-0.655286652364807,0.381993319632814,-0.292895073270097,-0.146262066249791,"W"
"26",-0.698506482054617,-0.306108236276819,0.387237580768221,-0.366416852346035,0.176801086360431,"W"
"27",-0.867313485095201,-0.123544633114308,0.181773009442486,-0.581593354119958,0.136672212526973,"L"
"28",-0.496955013009115,-0.477544753417584,0.430249754336784,-0.273812799311698,-0.012967194363702,"W"
"29",-0.409737249718242,-0.58585331693578,0.533230462989615,-0.174495302301861,0.0520605219523878,"W"
"30",-0.548146305107728,-0.438083550343086,0.351210056179533,-0.370469639761822,0.0279065934911244,"W"
"31",-0.717521322344531,-0.285288708098298,0.398459513069456,-0.355371522537018,0.156689596115391,"W"
"32",-0.311038825204066,-0.441795611734823,0.330213862428914,-0.00880108399788378,0.0851634440835834,"W"
"33",-0.604975798820491,-0.18256360316251,0.205464571325803,-0.199556055799993,0.361796981249404,"W"
"34",-0.454615621873602,-0.314538917228777,0.169437046737115,-0.203608843215779,0.212902488380097,"W"
"35",-0.575540790652257,-0.133758368917286,-0.0195955486005653,-0.359574722291909,-0.0449011924000572,"L"
"36",-0.477299239311784,-0.26391708716878,0.124133893546069,-0.227646130823364,0.0577134102201935,"L"
"37",-0.375113322719952,-0.416714195119818,0.500894733871079,0.135673614687027,0.282088971064358,"W"
"38",-0.411356232544696,-0.314062473634664,0.0140725701756908,-0.323412163888324,-0.0163118217125739,"W"
"39",-0.604975798820491,-0.18256360316251,0.205464571325803,-0.199556055799993,0.361796981249404,"W"
"40",-0.580456860730892,-0.193068486277718,0.265191179600685,-0.124572785998035,0.327298493033373,"W"
"41",-0.8673134850952,0.123544633114307,-0.181773009442292,-0.581593354120018,0.13667221252695,"L"
"42",-0.311038825204066,-0.441795611734823,0.330213862428914,-0.00880108399788378,0.0851634440835834,"W"
"43",-0.519906687938988,-0.184789483881108,0.0671402081751692,-0.26165929757612,-0.0871572476718856,"W"
"44",-0.794732196969138,0.0526859580640408,-0.218992318034545,-0.618019555659023,0.182179506550608,"L"
"45",-0.452859535301505,-0.31756816237421,0.335026996360083,-0.034145474704954,0.21645661917064,"W"
"46",-0.673924121411006,-0.106205597002289,0.182659050024772,-0.22918935213215,0.438468149856162,"W"
"47",-0.519906687938988,-0.184789483881108,0.0671402081751692,-0.26165929757612,-0.0871572476718856,"W"
"48",-0.209595449910109,-0.531742019250499,0.200220310190396,-0.126034276724055,0.0387338286391813,"L"
"49",-0.583853825612097,-0.172783323368254,0.130179788287442,-0.24917782094294,0.223993558281197,"W"
"50",-0.581929523745135,-0.165079615060474,0.0673022463541094,-0.302639045979486,0.136011698344733,"W"
"51",-0.8673134850952,0.123544633114307,-0.181773009442292,-0.581593354120018,0.13667221252695,"W"
"52",-0.583853825612097,-0.172783323368254,0.130179788287442,-0.24917782094294,0.223993558281197,"W"
"53",-0.415977733526884,-0.324410731551896,0.290091068808144,-0.0458328997751921,0.00561387908580436,"W"
"54",-0.586012834012766,-0.167348939396482,0.101753735825916,-0.275948367114376,0.202471533001704,"W"
"55",-0.623990639110405,-0.161744074983989,0.216686503627038,-0.188510725990975,0.341685491004364,"L"
"56",-0.451076829241556,-0.299110866245853,0.201159202998713,-0.154048624069147,0.116353323401104,"W"
"57",-0.452859535301505,-0.31756816237421,0.335026996360083,-0.034145474704954,0.21645661917064,"W"
"58",-0.799357830601877,0.033710505195323,0.0812837605568278,-0.339135989722572,0.420345553897199,"W"
