"PC1","PC2","PC3","PC4","PC5","class"
-0.388450142208467,-0.47885630052208,-0.0167416495087515,0.791311478361739,-0.00905534836285907,"W"
-0.507802209429012,-0.386491023750929,0.263313516511716,0.441003422606041,0.252478836549936,"W"
-0.615877925052575,-0.325753549532841,0.254532142831162,0.48913418410091,0.0012970945967511,"W"
-0.670010861831798,-0.300696903183878,0.485582179373076,0.216056614972683,0.187007136425553,"W"
-0.737777271601493,-0.249287793998478,0.449281692695304,0.275107370440738,0.0211910346071138,"W"
-0.928831212551162,-0.0716533228502426,0.534544018494115,0.16065728182518,0.0122092607839314,"W"
-0.950242055390122,-0.0857623174240746,0.67623327539878,0.0118562923718448,0.05462970150284,"W"
-0.979116188276843,-0.051249170054802,0.649108541384203,0.0326159045276934,0.0546398532863811,"W"
-0.670010861831798,-0.300696903183878,0.485582179373076,0.216056614972683,0.187007136425553,"W"
-0.578172677660287,-0.311866690767091,0.193460174239478,0.513197284388787,0.172406369842193,"W"
-0.979116188276843,-0.051249170054802,0.649108541384203,0.0326159045276934,0.0546398532863811,"W"
-0.929936612355481,-0.0730909022715254,0.377415262544937,0.362098854555673,-0.211386721511718,"W"
-0.946609621934413,-0.0663875581554215,0.479845765678929,0.240508352350863,-0.123769476677121,"W"
-0.714546151185833,-0.251368072240826,0.396722633149178,0.33722141706447,-0.0134773329199786,"W"
-0.749515265080259,-0.242119079734624,0.485483035623424,0.239486433927125,0.0221454416374272,"W"
-0.979116188276843,-0.051249170054802,0.649108541384203,0.0326159045276934,0.0546398532863811,"W"
-0.928831212551162,-0.0716533228502426,0.534544018494115,0.16065728182518,0.0122092607839314,"W"
-0.569621365177241,-0.35339958923642,0.243028704057651,0.487547999428022,0.0922570616509334,"W"
-0.714546151185833,-0.251368072240826,0.396722633149178,0.33722141706447,-0.0134773329199786,"W"
-0.59924871460462,-0.320484537603008,0.23521210980757,0.492254613619453,0.0789701167314464,"W"
-0.858025088693177,-0.113666798968413,0.327359036303573,0.406329968325926,-0.144706155825804,"W"
-0.495975096976341,-0.411048910087359,-0.064358115913311,0.876496344244397,-0.2581334910369,"W"
-0.818698345333,-0.168008261482001,0.43231145458816,0.295116967182765,-0.061754822435291,"W"
-0.673556939105303,-0.271718704360459,0.283083611577431,0.45101239774178,-0.00280431658738423,"W"
-0.878744683744304,-0.148304372236023,0.58792258087981,0.128457827684804,-0.0275898438173376,"W"
-0.950242055390122,-0.0857623174240746,0.67623327539878,0.0118562923718448,0.05462970150284,"L"
0.140646584608314,-1.13339864038419,0.660618527392719,0.229045000270828,0.0475592127379321,"W"
-0.629771823026478,-0.286973783826191,0.256458919523325,0.461073201162179,0.102925698978554,"W"
-0.979116188276843,-0.051249170054802,0.649108541384203,0.0326159045276934,0.0546398532863811,"W"
-0.406467347272915,-0.477183559884017,0.107377373095359,0.647697411326955,0.0858294368834399,"W"
-0.569621365177241,-0.35339958923642,0.243028704057651,0.487547999428022,0.0922570616509334,"W"
-0.582558934798837,-0.318107115190815,0.32404183077444,0.347075251335475,0.35728341636845,"W"
-0.573572957769118,-0.359208135991111,0.37328415950878,0.344131614328195,0.17081527480553,"W"
-0.696784448279772,-0.25357630497717,0.295565736797812,0.444212479312535,-0.0448130120118048,"W"
-0.513663927435849,-0.392893962170245,0.129225495483826,0.630683201194436,-0.0157168479070749,"L"
-0.206491567555278,-0.515977517600059,0.123753159620429,0.672923250564738,-0.033257817038483,"W"
-0.779051158445782,-0.0279044815443346,0.347223336762919,0.3944736759541,-0.216573167722193,"W"
-0.508448697517413,-0.272111417123215,0.292582239880426,0.471259941017741,-0.101515348228928,"W"
0.213777134021516,-1.0434203643214,0.693900088718379,0.200335295137545,-0.0125767840041038,"W"
-0.594583008857908,-0.185956386936381,0.302947912036776,0.439156105369954,-0.0746713284837733,"W"
