"","PC1","PC2","PC3","PC4","PC5","class"
"1",-0.389803609329498,-0.47497440841503,0.0121620111647519,-0.536931685618966,0.183584808999586,"W"
"2",-0.404018710499351,-0.460974145018817,0.168090168745792,-0.388998163158886,0.164516392195436,"W"
"3",-0.822101249207037,-0.061634335600047,0.496453208909643,-0.0515674113474328,0.13909472254108,"W"
"4",-0.847693838252688,-0.0629118235848713,0.524752059875207,-0.032450167665186,0.228745789043168,"W"
"5",-1.0127441007537,0.107426664836344,0.624275834732991,0.0771323804675676,0.180999727644458,"W"
"6",-1.03220646178037,0.151971104504926,0.609417660318819,0.0618528468437017,0.0852731904432986,"L"
"7",-0.48079944841687,-0.404022804108539,0.138771173800847,-0.413777210366275,0.227613449829039,"W"
"8",-0.847693838252688,-0.0629118235848713,0.524752059875207,-0.032450167665186,0.228745789043168,"W"
"9",-1.0127441007537,0.107426664836344,0.624275834732991,0.0771323804675676,0.180999727644458,"W"
"10",-1.03220646178037,0.151971104504926,0.609417660318819,0.0618528468437017,0.0852731904432986,"L"
"11",-0.635958095571029,-0.185389574941524,0.44662578738904,-0.0760309870737318,-0.0848038442021612,"W"
"12",-0.883340631458639,-0.0378659203208539,0.41846986237012,-0.136522302790371,0.291505546672064,"W"
"13",-0.97066753648414,0.0304318944426705,0.591952141407282,0.0349194626771952,0.331243786401305,"L"
"14",-0.822101249207037,-0.061634335600047,0.496453208909643,-0.0515674113474328,0.13909472254108,"W"
"15",-0.744627328267108,-0.168483837848254,0.295646894949141,-0.26586027733436,0.288457484456767,"W"
"16",-0.636067507384595,-0.216202576438556,0.285435097697664,-0.252996425120705,0.0647202513825621,"W"
"17",-1.02908014046504,0.124195358642358,0.62005113078605,0.0713696074243672,0.180752493450248,"W"
"18",-1.03220646178037,0.151971104504926,0.609417660318819,0.0618528468437017,0.0852731904432986,"L"
"19",0.0503604258719821,-1.10979326254186,0.676638283499579,-0.0240891220609024,0.087007863836071,"W"
"20",-0.738547231332469,-0.323629241274915,0.353835483796314,-0.33012880558832,0.0235974970506284,"W"
"21",-0.534977920046693,-0.51451055334185,0.402585808616929,-0.283546916322272,-0.01171020654446,"W"
"22",-0.500637130359231,-0.546509556215239,0.222813909193129,-0.458086890207438,0.00582911485439301,"W"
"23",-0.706688275891951,-0.300954674428256,0.255141455754545,-0.418881539668264,-0.163562611714365,"W"
"24",-0.628519111990096,-0.486410289650271,0.229679553431881,-0.475997558469604,0.249347726373852,"W"
"25",-1.0127441007537,-0.107426664836375,0.624275834732979,-0.0771323804676592,0.180999727644443,"L"
"26",-0.625071847061385,-0.456427572585461,0.204690687928798,-0.495712464638495,0.136304016351955,"W"
"27",-0.924580973154911,-0.169061000436407,0.564853595008294,-0.128699791815048,0.0979719682091462,"W"
"28",-1.0127441007537,-0.107426664836375,0.624275834732979,-0.0771323804676592,0.180999727644443,"L"
"29",-0.978335153889541,-0.156707009907837,0.452870930042678,-0.243267004059298,0.262799227760215,"W"
"30",-1.00679179540234,-0.113277184969532,0.625059154726313,-0.0748864862137072,0.180633180828932,"W"
"31",-1.08563965451461,-0.0188958386289473,0.685300864539849,-0.0076562397781747,0.100737784400628,"W"
"32",-1.07314726043201,-0.076994770393689,0.660352527505932,-0.0422129177904199,0.290121032069371,"W"
"33",-1.13155986441291,0.0167686938059983,0.688451516884701,-0.00576277304324788,0.139629739118314,"W"
"34",-0.923742741461792,-0.236565663713931,0.43735418807626,-0.264944720658089,0.37503759988711,"L"
"35",-0.352607950347134,-0.412481932776935,0.115187286493314,-0.400843683352679,0.164934869578013,"W"
"36",-0.451949641062302,-0.342566927589454,0.143637976178807,-0.380487413918834,0.258899867887731,"W"
"37",-0.499592743155284,-0.25746516066086,0.187532519293252,-0.318009332289112,0.106811273138776,"W"
"38",-0.849729628106359,0.0442152438799562,0.537447480900887,0.0216441130409179,0.207661563206189,"W"
"39",-0.928577487218623,0.138596590220541,0.597689190714422,0.0888743594764504,0.127766166777884,"L"
"40",-0.505431026732615,-0.245592795885877,0.15513403697601,-0.350418660295402,0.0842808710848405,"W"
"41",-0.849729628106359,0.0442152438799562,0.537447480900887,0.0216441130409179,0.207661563206189,"L"
"42",-0.43681277688448,-0.281267317786853,0.196983230810967,-0.292956068044848,-0.0431503014119087,"W"
"43",-0.499592743155284,-0.25746516066086,0.187532519293252,-0.318009332289112,0.106811273138776,"W"
"44",-0.821272986593555,0.00078541894165092,0.365259256217252,-0.146736404804672,0.289827610137471,"L"
"45",-0.618758414520652,-0.157653330834529,0.308509326596849,-0.200988176660398,0.148086199802975,"W"
"46",-0.597886239960466,-0.162865766383128,0.306155376396114,-0.200516674379255,0.088415289108402,"W"
"47",-0.974497697116926,0.174261122655486,0.600839843059274,0.0907678262113772,0.16665812149557,"L"
"48",-0.599080611123377,-0.525426186460508,0.295443379672648,-0.367076705606019,-0.0505491909231889,"W"
"49",-0.637957459100874,-0.54582080930842,0.191493500781626,-0.487218328372566,0.177148202441684,"W"
"50",-1.10510201554128,-0.0634402782975307,0.670442690125679,0.00762329384569344,0.00501124719945745,"W"
"51",-1.03220646178037,-0.151971104504958,0.60941766031881,-0.0618528468437911,0.0852731904432725,"W"
"52",-0.793427305752422,-0.350704994640552,0.398248193025455,-0.26429437183921,-0.0150207662856944,"W"
"53",-0.741788733856008,-0.402450031003343,0.442634862722619,-0.220310331971214,-0.013368794978372,"W"
"54",-1.15102222543958,-0.0277757458625851,0.673593342470531,0.00951676058062026,0.0439032019171434,"W"
"55",-1.10510201554128,-0.0634402782975307,0.670442690125679,0.00762329384569344,0.00501124719945745,"W"
"56",-1.03220646178037,-0.151971104504958,0.60941766031881,-0.0618528468437911,0.0852731904432725,"W"
"57",-0.702011595760035,-0.434427541859851,0.394703711596953,-0.268940247875272,-0.0380139215302373,"W"
"58",-0.907706537486509,-0.270465908903518,0.467095666836795,-0.202787241574082,0.0953931779610225,"L"
"59",-0.699372378570229,-0.432097249845826,0.24158990945971,-0.419075737466532,-0.0306650364531007,"W"
"60",-1.09260962145868,-0.121539210062272,0.645494353091763,-0.0269333841665518,0.194394494868201,"W"
"61",-0.907706537486509,-0.270465908903518,0.467095666836795,-0.202787241574082,0.0953931779610225,"W"
"62",-1.10510201554128,-0.0634402782975307,0.670442690125679,0.00762329384569344,0.00501124719945745,"W"
"63",-0.628474169384957,-0.544603796107526,0.216391475590065,-0.461738479549591,0.136144948309304,"W"
"64",-0.603774498489506,-0.483111913973484,0.300069776512468,-0.346853669911644,-0.199450956751608,"W"
"65",-1.00528271643318,-0.189837024825797,0.472012074054601,-0.198375149634118,0.15465625513896,"W"
"66",-0.8942104003179,-0.281678166211201,0.474519965530889,-0.197102792504103,0.0879302075641995,"W"
"67",-1.03220646178037,-0.151971104504958,0.60941766031881,-0.0618528468437911,0.0852731904432725,"W"
"68",-0.800508719918604,-0.27243104486693,0.389059862695962,-0.29809871203434,0.197320670798133,"W"
"69",-0.894158571274824,-0.217669825084999,0.429978831784469,-0.257288480879961,0.33589841097521,"W"
"70",-0.55003407990974,-0.461985908162993,0.302926197795026,-0.37469999945176,0.00603815736608175,"W"
"71",-0.649251679386136,-0.301028116936456,0.266711752881948,-0.393884319682163,-0.232470609014225,"W"
"72",-0.80090707945356,-0.22017123338383,0.460869371915485,-0.208099426144983,-0.01895820082034,"W"
"73",-0.391253857302221,-0.714932379750754,0.0378440930654695,-0.667942890274743,0.405201169437103,"W"
"74",-0.701364763895024,-0.387931323224967,0.27313542868866,-0.419927405731207,0.29156918766212,"W"
"75",-0.792781285847046,-0.264481044055483,0.468363333902309,-0.216921083999923,0.125153403574037,"W"
"76",-0.69274220264237,-0.339009752705828,0.450117680844997,-0.227933625816955,0.0432185533108987,"W"
"77",-0.928577487218614,-0.138596590220571,0.597689190714409,-0.0888743594765404,0.127766166777865,"W"
"78",-1.10510201554128,0.063440278297498,0.670442690125678,-0.00762329384578572,0.0050112471994648,"L"
"79",-0.858660006272872,-0.207025630606002,0.474578484959173,-0.210410535419823,0.151980526250293,"W"
"80",-0.845163869104263,-0.218237887913686,0.482002783653268,-0.204726086349843,0.14451755585347,"W"
"81",-0.977207625215377,-0.0943813463406002,0.617683798434522,-0.0672302464355795,0.141493991917032,"W"
"82",-1.10510201554128,0.063440278297498,0.670442690125678,-0.00762329384578572,0.0050112471994648,"L"
"83",-0.649973795254974,-0.394455313442569,0.277077468459637,-0.407346097901604,0.111942025701409,"W"
"84",-1.08563965451461,0.0188958386289162,0.68530086453985,0.00765623977808019,0.100737784400624,"L"
"85",-0.576686398992055,-0.423352985280672,0.386408891757807,-0.285147271105578,-0.0567461971266959,"W"
"86",-0.727185412416019,-0.358507349907538,0.232655302030423,-0.45518637703777,0.276185321800541,"W"
